StudentID,DeviceType,Study_Hours,Engagement_Score,Performance_Rating,Department,AgeGroup,Region,Internet_Performance_Impact
1788,Laptop,6.6,78.57,73.02,Sciences,Under 18,Central,-3.41
1789,Hybrid Device,6.0,74.13,75.29,Engineering,Under 18,North,-1.55
1790,Desktop,6.2,70.55,72.78,Sciences,18-22,Central,3.74
1791,Smartphone,4.4,58.09,74.16,Business,23-30,West,3.38
1792,Hybrid Device,6.8,81.86,78.78,Medical,Under 18,South,-0.44
1793,Laptop,5.2,72.28,77.66,Engineering,23-30,East,-6.14
1794,Tablet,4.7,68.56,65.79,Arts,23-30,South,1.75
1795,Hybrid Device,6.4,54.39,77.77,Sciences,23-30,Central,-6.96
1796,Hybrid Device,6.9,56.87,79.36,Business,23-30,Central,4.48
1797,Tablet,6.0,72.98,79.34,Business,23-30,West,-9.91
1798,Hybrid Device,6.3,60.93,83.79,Medical,23-30,South,-1.45
1799,Laptop,5.4,78.82,76.6,Business,18-22,West,-8.67
1800,Laptop,5.2,67.85,71.77,Sciences,18-22,West,-3.89
1801,Tablet,5.9,73.79,70.4,Sciences,23-30,East,-0.48
1802,Desktop,5.9,78.51,70.99,Business,18-22,West,0.34
1803,Smartphone,3.4,73.21,72.59,Sciences,18-22,West,1.78
1804,Desktop,6.9,50.22,74.03,Sciences,23-30,East,-1.1
1805,Hybrid Device,5.2,60.01,74.93,Arts,23-30,North,-6.23
1806,Smartphone,4.5,83.67,76.35,Engineering,Under 18,North,3.34
1807,Tablet,5.3,77.7,74.2,Sciences,18-22,East,2.17
1808,Tablet,4.2,54.68,75.56,Sciences,23-30,West,-7.6
1809,Smartphone,3.7,67.98,76.81,Medical,18-22,Central,2.4
1810,Laptop,5.3,76.71,81.33,Engineering,18-22,South,4.59
1811,Smartphone,4.2,71.56,77.29,Engineering,18-22,Central,-0.44
1812,Hybrid Device,6.0,82.71,74.76,Engineering,Under 18,Central,-5.77
1813,Laptop,5.0,70.66,79.35,Business,23-30,West,-0.9
1814,Tablet,6.0,78.15,71.25,Arts,18-22,South,-4.86
1815,Smartphone,3.7,52.93,69.84,Arts,23-30,South,0.14
1816,Desktop,5.5,62.9,80.8,Medical,18-22,North,-1.83
1817,Desktop,5.4,52.07,79.48,Engineering,23-30,East,3.94
1818,Hybrid Device,5.3,73.38,73.55,Engineering,23-30,West,-0.73
1819,Desktop,7.0,61.88,76.92,Sciences,23-30,South,-6.79
1820,Smartphone,3.6,61.29,79.6,Business,18-22,West,0.88
1821,Smartphone,3.8,74.82,75.67,Business,Under 18,North,-5.49
1822,Desktop,6.7,58.79,81.82,Medical,23-30,Central,-5.91
1823,Smartphone,4.3,82.14,73.6,Arts,Under 18,South,-4.12
1824,Hybrid Device,5.7,68.39,75.75,Engineering,23-30,North,-9.82
1825,Laptop,6.8,80.34,84.93,Medical,Under 18,West,4.54
1826,Hybrid Device,6.5,50.55,76.81,Business,23-30,North,-2.02
1827,Hybrid Device,5.5,83.66,74.24,Business,Under 18,North,1.6
1828,Smartphone,4.3,55.39,76.77,Business,23-30,North,-6.13
1829,Laptop,6.8,65.73,77.22,Engineering,23-30,North,1.2
1830,Smartphone,4.0,70.93,73.12,Engineering,Under 18,North,-1.49
1831,Tablet,5.5,52.04,79.96,Engineering,23-30,North,-3.64
1832,Smartphone,4.9,60.19,74.52,Sciences,18-22,East,4.56
1833,Smartphone,4.4,64.15,72.96,Arts,23-30,West,-2.59
1834,Smartphone,3.2,65.73,71.55,Business,23-30,Central,-0.14
1835,Laptop,5.5,61.01,75.38,Business,18-22,West,-9.77
1836,Smartphone,4.2,65.81,76.13,Sciences,18-22,South,-5.48
1837,Laptop,5.6,77.03,79.88,Business,18-22,South,3.33
1838,Desktop,6.9,71.52,78.84,Business,Under 18,West,1.38
1839,Tablet,4.8,64.33,80.64,Engineering,18-22,North,-1.95
1840,Laptop,5.9,76.37,74.47,Engineering,Under 18,East,3.5
1841,Desktop,6.4,76.85,73.38,Arts,18-22,Central,-2.71
1842,Laptop,6.0,73.82,71.69,Business,Under 18,North,-1.5
1843,Laptop,5.8,79.94,76.98,Medical,18-22,West,-4.27
1844,Tablet,4.2,67.11,71.1,Business,18-22,West,-0.7
1845,Hybrid Device,6.2,59.66,78.58,Business,23-30,East,-5.21
1846,Hybrid Device,6.7,62.44,66.08,Arts,18-22,East,-4.22
1847,Laptop,6.4,67.0,76.38,Medical,23-30,West,4.49
1848,Smartphone,3.8,64.87,72.46,Business,18-22,North,-8.33
1849,Desktop,5.3,72.58,80.73,Medical,18-22,North,-8.42
1850,Smartphone,4.6,55.58,80.8,Engineering,23-30,North,-9.35
1851,Smartphone,4.9,59.7,76.18,Engineering,23-30,Central,-5.2
1852,Laptop,5.8,82.85,80.46,Medical,Under 18,Central,-4.03
1853,Laptop,6.5,68.47,71.66,Business,23-30,North,-8.58
1854,Laptop,5.8,72.32,77.66,Medical,Under 18,West,-1.76
1855,Laptop,6.0,72.15,76.34,Medical,18-22,East,-1.25
1856,Hybrid Device,6.7,65.72,76.1,Engineering,23-30,South,1.27
1857,Laptop,5.2,52.26,80.9,Medical,23-30,East,4.64
1858,Hybrid Device,6.1,69.32,72.27,Sciences,18-22,East,-0.71
1859,Hybrid Device,5.4,65.21,76.77,Sciences,18-22,South,-8.33
1860,Laptop,5.7,69.34,81.81,Engineering,18-22,North,-8.67
1861,Tablet,5.3,75.54,71.2,Business,18-22,East,1.66
1862,Desktop,5.1,53.96,70.18,Business,23-30,South,-0.24
1863,Smartphone,4.2,62.47,79.9,Engineering,18-22,West,-7.57
1864,Hybrid Device,5.6,65.39,71.91,Business,18-22,West,-6.2
1865,Desktop,6.3,73.81,68.53,Arts,23-30,West,1.25
1866,Tablet,4.3,81.22,73.15,Sciences,Under 18,North,-1.51
1867,Smartphone,4.5,50.49,74.17,Arts,23-30,East,-1.22
1868,Smartphone,4.3,76.02,71.59,Arts,Under 18,East,-6.85
1869,Hybrid Device,6.9,65.15,65.41,Arts,18-22,Central,-0.56
1870,Laptop,6.8,65.95,72.15,Engineering,23-30,West,1.56
1871,Tablet,4.6,69.19,67.0,Arts,18-22,North,3.28
1872,Hybrid Device,5.1,74.11,78.18,Medical,23-30,South,1.05
1873,Tablet,5.3,73.28,74.85,Business,Under 18,North,-1.35
1874,Laptop,6.2,64.7,80.38,Engineering,23-30,East,0.1
1875,Laptop,5.1,74.0,78.15,Medical,18-22,West,-2.72
1876,Hybrid Device,5.2,70.64,78.77,Medical,23-30,Central,-6.6
1877,Laptop,6.2,68.14,72.63,Sciences,18-22,North,3.23
1878,Desktop,6.8,67.17,70.07,Sciences,23-30,Central,-2.01
1879,Smartphone,4.8,74.55,84.55,Medical,Under 18,East,-1.09
1880,Hybrid Device,5.3,60.89,71.11,Sciences,23-30,South,4.85
1881,Tablet,4.8,72.39,72.88,Business,23-30,North,4.78
1882,Desktop,5.1,73.75,71.29,Business,23-30,East,-1.21
1883,Hybrid Device,5.9,67.97,73.92,Sciences,23-30,West,-9.49
1884,Laptop,6.5,75.62,74.32,Arts,Under 18,North,-4.06
1885,Laptop,6.6,76.4,76.01,Medical,18-22,Central,4.06
1886,Laptop,6.0,50.65,74.41,Business,23-30,North,-5.68
1887,Laptop,5.2,52.57,70.18,Sciences,23-30,East,4.99
1888,Tablet,4.8,66.53,76.17,Sciences,23-30,East,-8.74
1889,Desktop,6.9,74.37,76.41,Business,Under 18,Central,-1.48
1890,Smartphone,3.5,79.03,77.0,Business,18-22,East,-2.27
1891,Tablet,4.6,68.72,69.72,Arts,18-22,North,-6.17
1892,Tablet,5.5,60.73,77.26,Sciences,23-30,Central,4.23
1893,Smartphone,4.5,66.95,73.28,Sciences,23-30,East,-0.71
1894,Smartphone,4.8,75.35,77.14,Engineering,18-22,East,-6.55
1895,Laptop,5.8,61.89,71.95,Arts,23-30,North,-4.24
1896,Tablet,5.0,55.35,75.21,Business,23-30,East,0.82
1897,Hybrid Device,5.9,69.33,71.89,Business,23-30,North,-5.53
1898,Smartphone,4.9,74.81,78.17,Medical,Under 18,West,3.19
1899,Smartphone,4.5,72.63,70.92,Business,Under 18,North,-7.51
1900,Desktop,6.7,72.63,73.46,Sciences,18-22,South,-6.03
1901,Hybrid Device,5.3,71.36,76.09,Business,Under 18,East,-7.83
1902,Hybrid Device,6.6,84.57,70.95,Sciences,Under 18,West,-8.44
1903,Smartphone,3.9,72.65,75.04,Sciences,18-22,Central,-5.5
1904,Laptop,5.0,84.79,73.93,Arts,Under 18,South,4.99
1905,Desktop,5.1,66.78,73.38,Business,18-22,Central,-8.59
1906,Hybrid Device,6.4,74.28,67.22,Arts,23-30,South,-6.8
1907,Smartphone,3.7,62.91,77.14,Sciences,18-22,West,-5.93
1908,Hybrid Device,6.7,60.81,76.92,Business,18-22,West,-0.71
1909,Desktop,6.5,60.66,71.05,Business,18-22,West,1.18
1910,Desktop,5.0,61.62,69.08,Arts,23-30,South,1.28
1911,Tablet,5.4,52.08,71.74,Arts,23-30,North,-9.87
1912,Smartphone,3.4,62.8,74.6,Sciences,23-30,Central,-0.22
1913,Desktop,5.8,66.55,74.95,Sciences,18-22,North,-0.54
1914,Tablet,5.2,66.71,75.67,Business,18-22,North,-2.24
1915,Tablet,5.7,72.71,77.98,Business,18-22,East,-4.31
1916,Hybrid Device,5.9,63.26,75.2,Engineering,18-22,Central,1.96
1917,Hybrid Device,6.6,75.33,79.08,Engineering,18-22,South,-4.84
1918,Tablet,5.6,71.64,84.91,Medical,18-22,East,-6.55
1919,Hybrid Device,5.8,78.3,73.12,Sciences,18-22,East,-5.35
1920,Desktop,6.0,75.47,82.91,Medical,Under 18,West,-3.41
1921,Laptop,6.4,74.57,77.46,Medical,23-30,South,-6.79
1922,Desktop,5.1,78.64,67.82,Arts,Under 18,North,-0.89
1923,Tablet,5.8,74.34,74.35,Arts,23-30,North,3.26
1924,Tablet,5.5,60.54,72.26,Engineering,18-22,North,-1.07
1925,Desktop,5.5,80.92,77.17,Medical,Under 18,West,-3.3
1926,Hybrid Device,7.0,76.33,76.83,Engineering,18-22,North,1.95
1927,Hybrid Device,5.4,70.8,73.21,Sciences,Under 18,Central,1.22
1928,Tablet,5.8,78.68,76.29,Business,Under 18,North,-4.49
1929,Smartphone,3.6,76.04,66.93,Arts,18-22,North,-0.94
1930,Hybrid Device,6.5,78.42,70.56,Sciences,Under 18,Central,0.95
1931,Desktop,5.9,70.96,72.95,Sciences,Under 18,West,-6.32
1932,Hybrid Device,6.5,67.34,70.24,Arts,23-30,East,-4.51
1933,Desktop,5.3,61.21,70.62,Arts,18-22,South,-8.41
1934,Tablet,4.5,76.35,81.01,Medical,18-22,West,4.82
1935,Hybrid Device,5.2,70.65,77.49,Engineering,Under 18,North,-8.71
1936,Desktop,6.7,62.75,71.97,Sciences,18-22,East,-7.47
1937,Tablet,4.6,56.88,82.65,Medical,23-30,South,-2.8
1938,Smartphone,4.4,65.83,75.88,Medical,23-30,South,2.98
1939,Desktop,6.6,79.53,71.59,Sciences,18-22,South,-4.66
1940,Smartphone,4.8,62.36,75.92,Sciences,18-22,Central,1.53
1941,Smartphone,3.2,53.57,72.8,Business,23-30,Central,0.14
1942,Laptop,6.8,67.38,76.93,Engineering,18-22,East,-0.42
1943,Hybrid Device,5.4,82.54,72.62,Sciences,Under 18,North,2.68
1944,Desktop,6.5,69.34,70.07,Arts,18-22,East,-9.79
1945,Smartphone,4.5,74.82,73.47,Business,Under 18,North,3.94
1946,Laptop,5.0,64.03,81.94,Engineering,23-30,West,2.44
1947,Tablet,4.4,65.21,68.57,Arts,18-22,South,4.07
1948,Desktop,6.0,60.03,71.27,Arts,23-30,South,1.9
1949,Smartphone,3.8,66.65,80.88,Engineering,18-22,Central,3.18
1950,Hybrid Device,6.8,82.06,76.38,Business,Under 18,West,-6.95
1951,Laptop,5.7,78.49,70.66,Arts,18-22,West,-5.21
1952,Smartphone,4.9,68.99,80.69,Medical,23-30,North,-5.27
1953,Hybrid Device,5.9,76.59,76.96,Engineering,Under 18,West,-8.36
1954,Smartphone,4.9,70.09,80.08,Engineering,18-22,Central,0.94
1955,Desktop,6.5,53.13,70.4,Sciences,23-30,North,-7.96
1956,Desktop,6.7,68.67,78.85,Business,23-30,East,-9.21
1957,Desktop,5.2,71.93,80.86,Medical,18-22,North,1.63
1958,Laptop,6.2,72.56,83.49,Medical,23-30,East,3.57
1959,Desktop,5.3,73.01,70.08,Sciences,Under 18,North,1.46
1960,Hybrid Device,5.6,75.19,73.69,Arts,18-22,South,2.38
1961,Smartphone,4.2,80.27,66.2,Arts,Under 18,East,-1.07
1962,Tablet,5.5,56.65,82.21,Medical,23-30,Central,3.32
1963,Hybrid Device,5.1,66.68,74.17,Business,23-30,East,-2.55
1964,Hybrid Device,6.1,73.11,71.81,Arts,23-30,East,4.82
1965,Desktop,6.1,83.78,78.28,Engineering,Under 18,North,-8.45
1966,Laptop,5.2,67.99,71.31,Sciences,23-30,South,2.14
1967,Smartphone,4.0,60.96,75.15,Business,18-22,North,-0.38
1968,Laptop,6.4,77.45,67.77,Arts,18-22,North,-1.29
1969,Smartphone,3.1,66.44,80.6,Medical,23-30,South,0.89
1970,Smartphone,4.5,66.21,75.9,Sciences,18-22,North,2.6
1971,Laptop,6.2,72.81,65.81,Arts,Under 18,South,2.94
1972,Hybrid Device,6.7,71.74,80.16,Medical,Under 18,Central,-7.37
1973,Smartphone,3.4,51.26,71.18,Arts,23-30,South,-7.04
1974,Laptop,6.7,75.08,72.36,Sciences,18-22,West,-9.76
1975,Smartphone,3.2,64.72,81.53,Engineering,18-22,South,-8.02
1976,Tablet,4.8,50.61,77.2,Engineering,23-30,South,-6.04
1977,Hybrid Device,5.4,75.96,76.83,Medical,Under 18,West,0.82
1978,Desktop,6.8,62.07,73.08,Engineering,23-30,South,-2.86
1979,Smartphone,4.4,63.38,74.33,Sciences,18-22,East,1.37
1980,Tablet,4.1,60.88,78.75,Medical,18-22,North,-2.7
1981,Desktop,5.0,54.73,66.93,Arts,23-30,North,-1.67
1982,Desktop,5.6,80.19,70.31,Business,Under 18,Central,-8.33
1983,Smartphone,3.3,71.23,70.67,Arts,Under 18,Central,1.65
1984,Laptop,6.3,63.88,74.79,Sciences,23-30,West,1.37
1985,Smartphone,4.3,62.93,76.42,Medical,18-22,East,-5.39
1986,Tablet,5.9,72.94,71.02,Arts,Under 18,Central,-5.07
1987,Desktop,6.9,59.83,84.52,Medical,23-30,North,-6.7
1988,Smartphone,4.3,62.02,81.78,Engineering,18-22,Central,2.21
1989,Laptop,5.0,72.6,78.88,Business,Under 18,Central,1.21
1990,Smartphone,3.7,75.23,76.46,Sciences,Under 18,South,-0.86
1991,Hybrid Device,6.0,58.24,67.09,Arts,23-30,Central,-6.42
1992,Laptop,6.0,74.99,71.56,Business,18-22,West,-7.42
1993,Tablet,5.2,71.12,73.56,Sciences,Under 18,North,-9.25
1994,Desktop,6.9,71.51,74.96,Sciences,23-30,West,-9.32
1995,Smartphone,4.8,82.24,80.51,Engineering,Under 18,West,-7.19
1996,Laptop,5.2,75.32,77.32,Medical,18-22,East,-8.49
1997,Hybrid Device,5.5,74.64,79.8,Medical,Under 18,South,-1.66
1998,Laptop,6.7,76.46,76.47,Business,18-22,West,-4.63
1999,Hybrid Device,6.6,72.74,76.46,Engineering,Under 18,East,-3.33
2000,Tablet,4.6,71.87,73.63,Sciences,Under 18,North,-1.09
2001,Desktop,6.5,51.12,74.25,Engineering,23-30,North,-0.11
2002,Tablet,5.3,84.09,81.87,Engineering,Under 18,East,-0.28
2003,Smartphone,3.9,66.16,74.75,Business,18-22,West,-6.09
2004,Laptop,5.4,72.94,80.33,Medical,23-30,West,2.14
2005,Hybrid Device,6.8,65.45,74.19,Engineering,18-22,South,3.77
2006,Hybrid Device,6.4,78.15,77.14,Engineering,18-22,South,-5.26
2007,Laptop,5.3,72.6,74.55,Engineering,23-30,North,-9.74
2008,Laptop,6.4,78.47,67.02,Arts,18-22,South,3.49
2009,Smartphone,4.5,77.44,74.76,Engineering,Under 18,East,3.85
2010,Tablet,5.8,71.65,72.03,Engineering,23-30,North,-9.24
2011,Hybrid Device,5.4,84.26,74.56,Sciences,Under 18,West,-9.93
2012,Smartphone,5.0,74.87,68.87,Arts,Under 18,North,2.25
2013,Tablet,4.3,68.38,80.99,Engineering,18-22,Central,-5.48
2014,Smartphone,4.2,74.38,72.41,Engineering,18-22,North,3.72
2015,Hybrid Device,6.3,74.51,70.43,Business,Under 18,South,-6.75
2016,Laptop,5.8,68.85,78.86,Business,23-30,East,2.92
2017,Laptop,6.0,71.11,66.27,Arts,Under 18,West,-8.97
2018,Tablet,5.8,77.85,70.02,Sciences,Under 18,West,-6.09
2019,Desktop,6.3,62.45,66.79,Arts,18-22,South,4.6
2020,Tablet,5.0,65.87,73.24,Arts,18-22,South,-6.53
2021,Desktop,5.3,73.88,78.03,Business,Under 18,South,-8.0
2022,Smartphone,3.0,82.58,73.4,Business,Under 18,Central,2.86
2023,Smartphone,3.2,63.87,75.34,Sciences,18-22,East,-8.23
2024,Hybrid Device,6.9,82.13,77.07,Engineering,Under 18,Central,-8.54
2025,Desktop,6.5,75.88,77.24,Sciences,18-22,South,-5.15
2026,Hybrid Device,6.9,77.48,72.56,Engineering,Under 18,East,-0.47
2027,Laptop,5.1,55.85,83.13,Medical,23-30,South,0.66
2028,Desktop,6.4,55.67,71.71,Business,23-30,East,3.22
2029,Tablet,4.1,76.97,78.92,Medical,Under 18,West,-1.89
2030,Laptop,6.6,60.18,76.92,Medical,18-22,Central,-4.1
2031,Laptop,5.8,77.97,77.03,Business,Under 18,South,-4.62
2032,Tablet,4.2,84.29,81.78,Medical,Under 18,South,2.7
2033,Laptop,6.1,63.09,70.48,Arts,18-22,North,0.86
2034,Desktop,5.6,78.6,78.98,Engineering,Under 18,West,3.58
2035,Hybrid Device,6.3,79.24,75.12,Sciences,18-22,South,4.46
2036,Laptop,6.3,82.91,77.76,Business,Under 18,Central,-5.5
2037,Desktop,6.4,77.01,67.39,Arts,18-22,West,-2.05
2038,Smartphone,5.0,82.33,73.43,Sciences,Under 18,South,-0.52
2039,Desktop,5.8,57.73,71.21,Sciences,23-30,Central,-7.54
2040,Hybrid Device,5.9,77.81,73.44,Sciences,18-22,North,-9.2
2041,Desktop,6.6,73.53,82.02,Medical,23-30,North,3.02
2042,Tablet,5.2,69.92,81.91,Medical,18-22,Central,-1.97
2043,Hybrid Device,5.1,67.09,82.09,Medical,18-22,West,-1.44
2044,Smartphone,4.7,68.28,78.09,Medical,18-22,Central,-1.68
2045,Tablet,4.1,66.68,71.62,Arts,18-22,Central,1.32
2046,Desktop,5.3,73.19,78.67,Medical,Under 18,North,-7.82
2047,Hybrid Device,5.2,79.28,79.44,Business,Under 18,North,-0.79
2048,Smartphone,3.2,71.25,72.75,Sciences,18-22,North,-2.96
2049,Tablet,4.1,76.94,71.03,Arts,Under 18,South,3.45
2050,Smartphone,3.1,61.92,82.5,Medical,18-22,South,-2.21
2051,Desktop,5.9,75.94,77.25,Sciences,18-22,East,4.14
2052,Smartphone,3.5,54.37,69.38,Arts,23-30,South,-4.7
2053,Laptop,5.3,62.29,72.88,Sciences,18-22,West,4.5
2054,Tablet,5.3,72.46,69.3,Arts,18-22,West,3.13
2055,Smartphone,3.5,75.98,75.24,Engineering,Under 18,North,-1.24
2056,Desktop,5.0,61.2,71.54,Arts,18-22,Central,-4.69
2057,Desktop,5.8,67.11,84.33,Medical,18-22,North,-4.36
2058,Smartphone,3.6,69.29,71.01,Sciences,23-30,Central,1.59
2059,Desktop,5.6,79.23,74.49,Sciences,Under 18,North,-1.29
2060,Hybrid Device,5.9,75.44,77.18,Sciences,Under 18,North,-3.98
2061,Hybrid Device,6.3,54.8,71.0,Business,23-30,West,-0.46
2062,Hybrid Device,6.2,72.64,74.94,Business,18-22,Central,1.0
2063,Laptop,6.9,72.19,83.65,Medical,23-30,East,-9.66
2064,Smartphone,4.0,79.69,81.0,Engineering,Under 18,East,-8.65
2065,Laptop,5.9,70.32,75.14,Business,23-30,North,-8.58
2066,Desktop,5.4,77.82,65.25,Arts,Under 18,North,-6.52
2067,Laptop,6.5,67.95,76.06,Medical,23-30,West,-3.6
2068,Desktop,5.3,77.92,77.87,Engineering,18-22,Central,2.05
2069,Desktop,6.0,75.46,66.24,Arts,18-22,North,-4.73
2070,Tablet,4.8,83.65,71.2,Sciences,Under 18,East,-9.74
2071,Hybrid Device,6.3,60.78,77.72,Business,23-30,Central,-2.75
2072,Desktop,6.8,83.56,72.51,Arts,Under 18,North,4.95
2073,Tablet,5.9,72.43,80.43,Engineering,18-22,Central,-4.76
2074,Hybrid Device,5.3,83.05,76.06,Medical,Under 18,West,4.42
2075,Desktop,5.5,60.79,66.98,Arts,18-22,East,-8.48
2076,Desktop,6.6,79.87,83.33,Medical,Under 18,Central,-7.4
2077,Laptop,6.0,71.2,75.77,Sciences,23-30,East,0.86
2078,Laptop,5.9,63.48,80.06,Engineering,18-22,North,-2.48
2079,Hybrid Device,6.4,79.93,81.9,Engineering,Under 18,South,1.48
2080,Desktop,6.2,76.5,78.64,Business,18-22,Central,2.95
2081,Smartphone,4.9,57.2,77.2,Engineering,23-30,East,-6.23
2082,Laptop,6.2,68.1,68.11,Arts,18-22,Central,0.24
2083,Hybrid Device,5.9,64.24,70.7,Arts,23-30,North,-0.89
2084,Desktop,6.1,70.38,71.39,Arts,18-22,North,2.92
2085,Desktop,6.6,50.98,72.68,Sciences,23-30,East,-3.55
2086,Smartphone,4.2,61.97,79.71,Engineering,18-22,West,-9.22
2087,Hybrid Device,6.3,52.51,72.93,Engineering,23-30,Central,-1.39
2088,Desktop,6.9,73.93,72.79,Arts,Under 18,Central,4.38
2089,Laptop,6.2,73.69,70.32,Business,Under 18,North,-9.78
2090,Smartphone,3.8,74.84,74.98,Business,18-22,Central,-6.4
2091,Hybrid Device,6.4,64.32,80.61,Engineering,23-30,East,-5.26
2092,Smartphone,4.3,81.46,72.86,Engineering,Under 18,South,1.49
2093,Laptop,5.0,61.4,80.18,Medical,18-22,North,-5.15
2094,Hybrid Device,5.9,77.28,73.59,Engineering,Under 18,South,-6.41
2095,Smartphone,4.5,58.09,73.95,Arts,23-30,Central,-0.27
2096,Tablet,5.0,77.0,76.66,Sciences,18-22,West,-9.3
2097,Laptop,6.6,67.69,81.34,Engineering,23-30,East,-7.44
2098,Laptop,5.9,71.73,80.75,Engineering,23-30,Central,-3.88
2099,Laptop,7.0,51.16,72.37,Arts,23-30,East,-4.67
2100,Tablet,4.6,80.81,76.85,Medical,Under 18,Central,-4.79
2101,Tablet,4.2,70.8,75.03,Engineering,18-22,Central,-8.37
2102,Desktop,5.9,70.63,74.97,Business,23-30,Central,-4.59
2103,Smartphone,4.1,77.61,75.89,Business,Under 18,North,1.97
2104,Desktop,5.7,63.51,77.82,Business,23-30,South,-3.79
2105,Smartphone,3.5,70.78,71.82,Sciences,Under 18,West,-1.21
2106,Tablet,5.3,73.37,71.03,Sciences,18-22,South,-7.55
2107,Tablet,4.8,65.46,76.83,Engineering,18-22,South,-8.95
2108,Desktop,6.3,60.39,73.58,Engineering,18-22,East,3.2
2109,Hybrid Device,6.6,61.33,78.94,Engineering,18-22,North,-5.03
2110,Desktop,6.5,73.93,74.61,Sciences,23-30,North,-4.74
2111,Smartphone,3.8,75.19,79.41,Engineering,Under 18,Central,3.17
2112,Desktop,6.1,77.36,65.63,Arts,18-22,South,0.62
2113,Laptop,5.9,73.99,84.65,Medical,23-30,West,1.34
2114,Smartphone,4.7,78.87,70.0,Business,18-22,East,0.23
2115,Smartphone,4.8,77.63,73.25,Business,18-22,North,-8.41
2116,Hybrid Device,5.7,77.9,71.8,Arts,18-22,Central,4.37
2117,Tablet,4.2,74.34,72.45,Engineering,Under 18,West,3.64
2118,Smartphone,3.3,72.27,70.67,Sciences,Under 18,South,-6.46
2119,Tablet,4.7,79.59,72.77,Engineering,Under 18,West,2.06
2120,Desktop,6.1,69.76,77.82,Engineering,18-22,North,-3.86
2121,Laptop,6.3,52.47,78.96,Business,23-30,East,0.26
2122,Hybrid Device,5.7,66.94,75.55,Business,23-30,South,-7.52
2123,Tablet,5.3,64.07,74.83,Sciences,23-30,East,-1.92
2124,Smartphone,4.9,77.26,73.46,Business,18-22,West,-8.1
2125,Tablet,5.3,79.14,72.19,Engineering,Under 18,West,-1.96
2126,Smartphone,3.3,64.35,65.22,Arts,23-30,Central,-6.35
2127,Tablet,5.2,68.82,77.11,Sciences,18-22,South,-3.21
2128,Smartphone,4.1,69.26,66.03,Arts,18-22,West,0.02
2129,Desktop,6.7,73.86,82.0,Engineering,23-30,North,3.16
2130,Smartphone,3.7,53.46,71.32,Sciences,23-30,North,-7.52
2131,Smartphone,3.8,68.92,71.75,Arts,18-22,East,3.4
2132,Laptop,6.2,66.4,77.59,Sciences,23-30,North,-4.15
2133,Smartphone,4.0,68.66,75.62,Engineering,18-22,West,2.66
2134,Laptop,6.4,57.08,75.88,Sciences,23-30,North,-2.31
2135,Hybrid Device,5.1,74.31,75.51,Engineering,Under 18,South,2.93
2136,Laptop,6.1,64.67,72.44,Sciences,18-22,East,-0.06
2137,Desktop,5.2,75.16,71.61,Sciences,Under 18,South,-2.37
2138,Laptop,5.6,71.79,78.21,Business,23-30,West,-5.31
2139,Hybrid Device,6.3,70.1,74.57,Engineering,18-22,West,4.53
2140,Desktop,5.3,56.01,77.83,Medical,23-30,North,2.01
2141,Tablet,4.6,67.69,77.99,Sciences,18-22,Central,-4.28
2142,Tablet,5.4,52.65,68.27,Arts,23-30,Central,-7.5
2143,Laptop,6.3,83.56,74.23,Business,Under 18,West,1.69
2144,Laptop,5.2,76.12,79.9,Business,Under 18,West,4.85
2145,Hybrid Device,6.2,74.51,72.95,Sciences,23-30,East,-5.82
2146,Hybrid Device,5.3,75.21,78.66,Medical,Under 18,West,3.74
2147,Smartphone,3.5,82.55,78.28,Business,Under 18,West,-8.12
2148,Hybrid Device,5.9,56.41,75.12,Engineering,23-30,East,4.28
2149,Smartphone,3.2,61.52,71.87,Sciences,18-22,South,1.18
2150,Desktop,7.0,50.79,73.39,Sciences,23-30,South,-4.8
2151,Laptop,5.3,72.12,82.01,Medical,18-22,East,-5.43
2152,Desktop,6.6,74.67,72.43,Engineering,Under 18,East,-0.35
2153,Hybrid Device,6.7,76.65,75.74,Engineering,Under 18,South,-1.1
2154,Desktop,7.0,82.28,78.46,Medical,Under 18,South,3.78
2155,Desktop,5.9,73.72,67.45,Arts,Under 18,South,1.49
2156,Desktop,6.7,74.63,78.54,Engineering,Under 18,South,-1.89
2157,Hybrid Device,6.9,76.91,67.9,Arts,18-22,North,3.91
2158,Desktop,5.3,69.86,71.07,Arts,18-22,East,-1.11
2159,Smartphone,4.0,76.55,74.03,Sciences,18-22,Central,2.75
2160,Hybrid Device,5.1,59.36,71.74,Sciences,23-30,North,2.61
2161,Desktop,6.2,75.98,72.67,Business,Under 18,Central,3.79
2162,Hybrid Device,6.2,72.51,71.36,Sciences,Under 18,Central,-8.99
2163,Tablet,4.4,83.75,72.57,Engineering,Under 18,West,-1.24
2164,Smartphone,4.6,72.42,78.19,Engineering,23-30,East,-2.97
2165,Desktop,5.1,74.61,71.73,Arts,23-30,North,-2.64
2166,Tablet,5.6,60.06,73.66,Engineering,23-30,East,-3.1
2167,Tablet,4.1,82.28,74.92,Sciences,Under 18,South,2.56
2168,Hybrid Device,6.3,68.3,77.86,Sciences,18-22,East,-5.22
2169,Tablet,4.2,61.36,70.6,Sciences,23-30,Central,-3.06
2170,Smartphone,3.5,70.75,79.9,Medical,23-30,South,-6.99
2171,Smartphone,4.4,63.55,79.33,Engineering,18-22,East,-6.22
2172,Laptop,5.6,55.51,70.46,Business,23-30,East,-0.09
